ticker,date,sector,setup,primary_setup,raw_score,score,score_trend,score_momentum,score_position,score_relative_strength,trend_ok,momentum_ok,liquidity_state,discovery_state,discovery_reason,regime_state,close,ma20,ma50,ma200,atr14,high_20d,low_20d,avg_vol_20,volume_ratio,breakout_strength,extension_atr,ret_20d_pct,rs_20d_pct,atr_pct,entry,stop,target,rr,grade
TSM,2026-05-20,TECHNOLOGY,NONE,,10.0,10.0,6.0,1.0,2.0,1.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,401.62,401.26,370.7,316.1,15.59,421.97,370.64,14249086,0.7,2.0,0.02,3.66,3.66,3.88,,,,,B
TT,2026-05-20,INDUSTRIALS,NONE,,-2.0,-2.0,3.0,-2.0,-1.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,451.69,475.43,453.77,427.21,13.08,503.47,446.46,1357346,1.0,0.0,-1.81,-5.34,-5.34,2.9,,,,,C
TTWO,2026-05-20,COMMUNICATION SERVICES,NONE,,9.5,9.5,4.0,3.0,0.5,2.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,236.62,224.15,211.66,231.82,7.54,246.25,206.45,1731314,1.07,2.5,1.65,8.45,8.45,3.19,,,,,B
TWLO,2026-05-20,TECHNOLOGY,NONE,,9.5,9.5,6.0,0.0,1.5,2.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,189.33,179.06,149.11,126.08,10.5,203.71,138.78,3123046,0.83,1.0,0.98,25.84,25.84,5.54,,,,,B
TXN,2026-05-20,TECHNOLOGY,NONE,,12.0,12.0,6.0,1.0,3.0,2.0,True,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,304.88,288.38,237.66,199.55,9.61,310.29,234.49,8867495,0.85,3.0,1.72,29.02,29.02,3.15,,,,,A
TXT,2026-05-20,INDUSTRIALS,NONE,,2.0,2.0,3.0,0.0,-1.0,0.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,89.52,90.81,90.39,87.32,2.45,97.61,86.77,1445685,0.51,0.0,-0.53,0.07,0.07,2.73,,,,,C
U,2026-05-20,TECHNOLOGY,NONE,,4.0,4.0,3.0,0.0,1.0,0.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,26.23,26.73,23.59,34.05,1.65,30.65,23.89,11086156,0.56,0.0,-0.31,1.59,1.59,6.28,,,,,B
UBER,2026-05-20,TECHNOLOGY,NONE,,2.0,2.0,3.0,-1.0,1.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,74.6,75.15,74.26,84.26,2.61,80.83,72.67,17427253,0.57,0.0,-0.21,-1.3,-1.3,3.5,,,,,C
UEC,2026-05-20,ENERGY,NONE,,-0.5,-0.5,3.0,-2.0,0.5,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,12.75,14.58,14.06,13.7,1.13,16.83,11.78,9593297,1.18,0.0,-1.62,-15.84,-15.84,8.84,,,,,C
UNH,2026-05-20,HEALTHCARE,NONE,,8.0,8.0,6.0,0.0,0.0,2.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,383.3,376.56,326.47,322.66,9.15,404.15,348.95,7265899,1.07,1.0,0.74,8.42,8.42,2.39,,,,,B
UNP,2026-05-20,INDUSTRIALS,NONE,,5.15,5.15,3.1,0.7,0.35,1.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,265.8,267.42,253.84,237.72,5.06,276.4,248.91,2976649,0.97,1.0,-0.32,6.58,6.58,1.9,,,,,B
UPS,2026-05-20,INDUSTRIALS,NONE,,3.0,3.0,3.0,1.0,1.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,98.87,101.53,100.49,97.61,3.0,109.84,93.86,6585957,0.71,0.0,-0.89,-6.11,-6.11,3.03,,,,,C
V,2026-05-20,FINANCIAL SERVICES,NONE,,5.4,5.4,3.1,1.4,-0.1,1.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,330.75,322.49,312.76,331.05,6.05,341.98,304.5,7720366,0.64,1.5,1.36,6.25,6.25,1.83,,,,,B
VALE,2026-05-20,BASIC MATERIALS,NONE,,2.0,2.0,4.0,0.0,0.0,-2.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,16.35,16.51,16.21,13.65,0.47,17.85,15.79,25197242,0.7,0.0,-0.35,-6.62,-6.62,2.85,,,,,C
VEEV,2026-05-20,HEALTHCARE,NONE,,4.5,4.5,2.0,2.0,0.5,0.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,164.96,162.35,169.09,229.55,6.97,175.11,152.3,4335205,0.35,1.5,0.37,0.72,0.72,4.23,,,,,B
VICI,2026-05-20,REAL ESTATE,NONE,,3.8,3.8,2.4,0.7,0.7,0.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,28.4,28.49,28.14,29.77,0.51,29.51,27.6,7902550,0.6,1.0,-0.17,0.71,0.71,1.8,,,,,C
VLO,2026-05-20,ENERGY,NONE,,12.5,12.5,6.0,2.0,2.5,2.0,True,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,253.77,246.4,241.92,189.99,9.08,262.89,227.25,2994458,0.97,2.5,0.81,8.28,8.28,3.58,,,,,A
VRTX,2026-05-20,HEALTHCARE,NONE,,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,430.44,432.9,442.34,434.21,11.73,456.68,412.27,1197040,1.49,1.0,-0.21,-1.65,-1.65,2.72,,,,,C
VZ,2026-05-20,COMMUNICATION SERVICES,NONE,,6.2,6.2,2.4,0.7,2.1,1.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,47.82,47.27,48.17,44.13,0.82,48.65,45.17,22309236,0.53,2.5,0.66,4.0,4.0,1.72,,,,,B
WBD,2026-05-20,COMMUNICATION SERVICES,PULLBACK,PULLBACK,5.25,5.25,3.1,0.7,1.45,0.0,True,True,LIQUID,DISCOVERED,classified_setup,BULLISH,27.42,27.09,27.27,23.65,0.23,27.45,26.6,15912533,1.07,2.0,1.43,0.33,0.33,0.84,27.42,26.92,28.42,2.0,A
WDAY,2026-05-20,TECHNOLOGY,NONE,,6.5,6.5,3.0,3.0,0.5,0.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,126.61,123.42,126.12,188.65,7.18,135.93,112.55,4750267,1.27,2.5,0.44,0.01,0.01,5.67,,,,,B
WDC,2026-05-20,TECHNOLOGY,NONE,,8.0,8.0,6.0,-1.0,1.0,2.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,459.62,452.81,370.56,217.32,32.62,525.15,374.02,8140182,0.65,1.0,0.21,18.12,18.12,7.1,,,,,B
WELL,2026-05-20,REAL ESTATE,"PULLBACK, BREAKOUT",BREAKOUT,19.7,19.7,6.0,5.7,6.0,2.0,True,True,LIQUID,DISCOVERED,classified_setup,BULLISH,218.61,214.81,208.3,190.55,4.89,221.68,198.88,3222580,1.44,4.0,0.78,9.47,9.47,2.24,222.12,211.78,249.02,2.6,A
WFC,2026-05-20,FINANCIAL SERVICES,NONE,,-1.0,-1.0,1.0,0.0,0.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,75.81,77.75,79.01,84.09,1.91,82.66,72.78,17505162,0.84,0.5,-1.02,-5.92,-5.92,2.52,,,,,C
WM,2026-05-20,INDUSTRIALS,NONE,,1.5,1.5,2.0,1.0,-0.5,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,219.59,223.43,227.46,222.51,4.56,235.62,212.15,2159937,0.85,0.5,-0.84,-1.94,-1.94,2.07,,,,,C
WMB,2026-05-20,ENERGY,NONE,,11.0,11.0,6.0,2.0,1.0,2.0,True,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,77.88,74.94,73.58,65.1,1.86,79.59,70.68,6619148,0.8,2.5,1.58,9.54,9.54,2.39,,,,,A
WMT,2026-05-20,CONSUMER DEFENSIVE,"PULLBACK, BREAKOUT",BREAKOUT,13.2,13.2,4.8,4.7,3.7,0.0,True,True,LIQUID,DISCOVERED,classified_setup,BULLISH,130.85,130.61,127.13,114.59,2.61,135.16,125.91,16615300,1.69,4.0,0.09,0.67,0.67,2.0,135.43,130.33,148.69,2.6,A
WYNN,2026-05-20,CONSUMER CYCLICAL,NONE,,-1.0,-1.0,1.0,0.0,0.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,98.06,101.94,102.47,114.93,3.53,109.0,94.13,1562584,0.97,0.5,-1.1,-8.05,-8.05,3.6,,,,,C
XEL,2026-05-20,UTILITIES,NONE,,3.1,3.1,2.4,0.0,0.7,0.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,79.86,80.05,79.96,77.89,1.5,83.85,77.35,5234439,0.86,1.0,-0.12,2.24,2.24,1.88,,,,,C
XOM,2026-05-20,ENERGY,PULLBACK,PULLBACK,8.5,8.5,4.0,2.0,1.5,1.0,True,True,LIQUID,DISCOVERED,classified_setup,BULLISH,156.28,152.51,155.55,130.62,4.34,163.32,143.92,16983845,0.85,1.5,0.87,4.54,4.54,2.77,156.28,143.92,181.0,2.0,A
YUM,2026-05-20,CONSUMER CYCLICAL,NONE,,1.0,1.0,2.0,1.0,-1.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,152.71,154.74,157.2,152.54,3.6,163.54,149.39,1836432,1.08,0.5,-0.56,-3.99,-3.99,2.36,,,,,C
ZBH,2026-05-20,HEALTHCARE,NONE,,1.5,1.5,2.0,2.0,-0.5,-2.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,85.38,84.37,88.77,94.17,2.28,94.7,79.12,2911306,0.7,0.5,0.45,-8.23,-8.23,2.67,,,,,C
ZS,2026-05-20,TECHNOLOGY,NONE,,10.5,10.5,4.0,4.0,0.5,2.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,174.45,147.89,143.39,225.17,9.08,182.97,127.79,3022399,0.84,2.5,2.93,22.28,22.28,5.2,,,,,A
